"Kainé...","Kainé...","Kainé..."
"Kainé, vamos para casa.","Kainé, let's go home.","Kainé, vamos a volver a casa."
"Você pode me ouvir?","Can you hear me?","¿Puedes oírme?"
"Passei anooooos dentro do corpo de Kainé. Atormentando-a por dentro.","I spent yeeears inside Kainé's body. Tormenting her from within.","Me he tirado años dentro del cuerpo de Kainé. Atormentándola desde el interior."
"Eu senti sua dor, suas emoções, como se fossem minhas.","I felt her pain, her emotions, as if they were my own.","He sentido su dolor, sus emociones, como si fueran las mías."
"E foi tanta dor...","And there was so much pain...","Y había tantísimo dolor..."
"Então, quando digo que ela está livre agora, quero que você acredite em mim.","So when I say she's free now, I want you to believe me.","Así que, cuando digo que ahora es libre, quiero que me creas."
"Graças a você, Kainé foi perdoada. E salva.","Thanks to you, Kainé has been forgiven. And saved.","Gracias a ti, Kainé ha sido perdonada. Y salvada."
"Oh espere. Ela teve uma mensagem final para você...","Oh, wait. She had a final message for ya...","Ah, espera. Tiene un último mensaje para ti..."
"Obrigada.","Thank you.","Gracias."
"Kainé...","Kainé...","Kainé..."
"Nós sempre estaremos juntos.","We'll always be together.","Siempre estaremos juntos."
